rgm_ppg,subcategory_nm,format,brand_nm,uom,pack_size,pack_count,total_revenue,group,group_name,price_tier,shelf_presence,bumpiness,price_moves,growth,seasonality,shelf_trend,promo_activity,promo_share,promo_lift
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_5C2AE06E | PPG_ATTR5_3D02DBB7 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_83F5974E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,FRESHENER,LIQUID,HASH_1E47D8B2,ML,250,1,99189.2194,1,Steady core,0.1667,0.4656,0.1802,0.3542,-0.007,0.0396,-0.0061,0.0012,0.0028,0.0
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_1E47D8B2 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_500D2BD3 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,SALT,GRAN,HASH_1E47D8B2,GM,2000,1,10773308.0041,1,Steady core,0.375,61.5903,0.5114,0.3535,-0.0005,0.3471,0.0305,3.706,0.046,-0.0137
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_1E47D8B2 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_72142A4E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,SALT,GRAN,HASH_1E47D8B2,GM,900,1,2339343.3982,1,Steady core,0.625,71.5193,0.3914,0.1815,0.0047,0.1586,0.0624,2.3681,0.0345,-0.1415
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_74AB4E49 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_39DF983C | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_1E47D8B2,ML,1000,1,197768.5168,0,Promo leaders,0.1429,32.3104,0.1298,0.3045,0.0069,0.0258,-0.0529,7.7631,0.2249,0.6797
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_FA7C381B | PPG_ATTR6_5918E248 | PPG_ATTR7_0DDF2ADB | PPG_ATTR8_E8FEB8CF | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_1E47D8B2,ML,500,1,1401848.5601,1,Steady core,0.4286,94.1232,0.1129,0.031,0.0011,0.5207,0.0054,1.8279,0.0156,-0.0301
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_FA7C381B | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_E8FEB8CF | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_1E47D8B2,ML,500,1,105211.85,1,Steady core,0.5714,31.2424,0.4042,0.2132,0.0254,0.2283,0.114,1.6443,0.0627,0.0805
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_FA7C381B | PPG_ATTR6_5918E248 | PPG_ATTR7_ACF61321 | PPG_ATTR8_E8FEB8CF | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_1E47D8B2,ML,500,1,531138.4711,1,Steady core,0.2857,0.8541,0.2818,0.2907,-0.0051,0.285,-0.0049,0.0194,0.0064,-0.0425
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_0217D1E4 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_1E47D8B2,CT,100,1,37726.39,1,Steady core,0.0729,17.0233,0.0277,0.1918,-0.0002,0.4168,0.1237,0.153,0.0045,-0.004
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_1E34D2A1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A8296FE2 | PPG_ATTR8_9A0328A0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_1E47D8B2,CT,18,1,13275.09,1,Steady core,0.1458,0.4265,0.2076,0.3606,0.0,0.0,-0.0002,0.4265,1.0,
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_1E47D8B2 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_1E47D8B2,CT,30,1,85919.2739,1,Steady core,0.2292,0.42,0.2336,0.5759,-0.0147,0.0566,-0.0133,0.0529,0.108,0.0525
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_3B22C775 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A8296FE2 | PPG_ATTR8_FDF7D55B | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_1E47D8B2,CT,39,1,33652.1,1,Steady core,0.1875,0.4558,0.1396,0.3355,-0.0111,0.0,-0.013,0.0152,0.0253,
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_AE186179 | PPG_ATTR5_E1B22430 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A8296FE2 | PPG_ATTR8_8FD1F319 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_1E47D8B2,CT,26,1,400848.075,1,Steady core,0.3576,0.6278,0.261,0.2691,-0.0032,0.3115,-0.0035,0.0288,0.0351,0.0814
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_E06D3901 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_4429DE84 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E06D3901,ML,475,1,15561.8308,1,Steady core,0.1905,0.8849,0.1618,0.4829,-0.0118,0.0,-0.0786,0.3062,0.421,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_0630FE17 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,132,1,329931.48,1,Steady core,0.1528,0.8176,0.2829,1.1534,0.0012,0.1818,0.0054,0.1797,0.194,0.2656
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_0D4D1161 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,84,1,85054.94,1,Steady core,0.0938,0.6591,0.2453,1.3584,-0.0005,0.1784,0.0011,0.1607,0.2831,0.1264
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_2A9D3BF9 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,31,1,610051.7073,1,Steady core,0.7674,2.1308,0.4367,0.6405,0.0048,0.101,-0.0327,0.0364,0.0306,0.0101
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,60,1,9110982.4376,0,Promo leaders,0.6458,49.6037,0.7417,0.6558,-0.0017,0.2243,-0.0723,26.3724,0.6052,0.9572
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_74BD7946 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,29,1,327439.8053,1,Steady core,0.4167,1.1328,0.9797,1.0323,-0.0059,0.1848,-0.0814,0.3853,0.4063,0.3069
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_7529AB34 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,58,1,17788.8616,1,Steady core,0.0243,2.5904,0.0849,0.8686,0.0264,0.1445,-0.1485,0.0556,0.0065,0.0241
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_7FE34FAD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,70,1,442499.98,2,Shrinking shelf,0.1806,18.7082,0.9564,1.5249,0.0294,0.0104,-0.9384,9.69,0.6154,0.0824
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_9A42151D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,52,1,830720.1055,2,Shrinking shelf,0.2708,22.0412,0.6285,1.0439,0.0301,0.1144,-1.0687,7.3066,0.3002,-0.1016
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_B44EA54A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,22,1,174532.5767,2,Shrinking shelf,0.3125,15.1742,0.5993,1.0716,0.0813,0.2437,-1.217,3.0008,0.131,-0.2979
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_D4C03136 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,19,1,439015.29,1,Steady core,0.8924,1.066,0.1915,0.8583,0.0003,0.3879,0.0018,0.3719,0.3676,0.0824
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_F06E42DE | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,38,1,6132405.064,0,Promo leaders,0.7326,44.9527,0.8297,0.6165,-0.0073,0.307,-0.0039,26.0971,0.7189,1.2454
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_5B649031 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,60,1,1043661.4783,1,Steady core,0.6319,1.5921,0.1927,0.1625,-0.0009,0.1056,0.0041,0.1005,0.0822,0.0904
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_8BA7E203 | PPG_ATTR8_D8C88F69 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,130,1,290838.54,1,Steady core,0.2014,1.1586,0.1497,0.6103,0.0034,0.1073,-0.0145,0.5137,0.5087,0.0348
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_8BA7E203 | PPG_ATTR8_F00A59A0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,37,1,638027.8436,2,Shrinking shelf,0.4688,17.1398,1.1559,0.9017,0.0618,0.1285,-1.4109,13.0206,0.8012,-0.0765
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_8BA7E203 | PPG_ATTR8_F4D31E69 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,45,1,2836415.51,1,Steady core,0.6736,36.6103,0.4708,0.5939,-0.0002,0.4045,-0.0284,1.3132,0.0342,0.0197
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_27E24868 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,90,1,55416.82,1,Steady core,0.1007,0.5816,0.1703,0.6608,0.0057,0.1377,-0.0427,0.1885,0.3669,-0.0025
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,60,1,10614676.6743,0,Promo leaders,0.8056,56.5236,0.5962,0.2967,-0.0002,0.4184,0.0264,32.7743,0.6692,0.525
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_43C423D1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,81,1,39389.82,1,Steady core,0.0833,2.0754,0.0906,0.884,0.0201,0.0,-0.1382,0.3748,0.2871,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_74BD7946 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,29,1,466217.75,2,Shrinking shelf,0.3889,27.0609,0.7056,0.9728,0.0194,0.0148,-0.8364,8.9606,0.3571,0.4537
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_7529AB34 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,58,1,125228.5282,1,Steady core,0.2847,0.3039,0.1919,0.4872,0.0062,0.1753,0.0018,0.0534,0.2673,0.2289
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_7FE34FAD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,70,1,13006371.8189,1,Steady core,0.75,41.6268,0.5208,0.4389,-0.0011,0.308,0.1137,6.7252,0.1474,0.1635
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_81E6432C | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,78,1,72486.53,1,Steady core,0.0347,2.8916,0.0568,0.7462,0.0133,0.5063,-0.0504,0.6633,0.2386,0.0069
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,25,1,16437698.9877,1,Steady core,0.9792,60.1426,0.6929,0.3174,0.0023,0.4136,0.175,16.6592,0.2099,-0.0498
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_AF79CB08 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,110,1,2180849.4316,1,Steady core,0.3507,12.6247,0.4966,0.5806,-0.0098,0.315,0.1781,2.0502,0.2929,-0.1781
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_D8C88F69 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,130,1,46680.0,1,Steady core,0.0104,0.5882,0.0651,1.7255,0.002,0.046,-0.0105,0.0196,0.0464,-0.0064
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_368A0D73 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_D96A99B0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,86,1,1233663.8783,0,Promo leaders,0.6944,65.5433,0.3534,0.2709,0.0012,0.0319,0.1801,35.8904,0.6144,1.1194
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_0A5237B7 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,59,1,290081.6,1,Steady core,0.9236,60.2311,0.1806,0.1484,-0.0248,0.0,-1.1196,21.9174,0.4295,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1905F18D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,21,1,318591.0002,0,Promo leaders,0.6875,0.3829,0.1841,0.4365,-0.0017,0.329,-0.0012,0.3828,0.9997,0.5584
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1AD61EB9 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,54,1,82609.12,2,Shrinking shelf,0.125,6.4091,0.1111,0.9332,0.0529,0.0559,-0.3413,1.6884,0.3633,0.0425
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_65ED6200 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,42,1,323308.5117,2,Shrinking shelf,0.7639,3.4126,1.0646,0.7974,0.0411,0.0,-0.6515,2.1094,0.732,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,48,1,135003.57,1,Steady core,0.4722,1.4264,0.626,0.9731,0.0399,0.0,0.1438,0.6428,0.3917,
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_F3F189D2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,34,1,86368.54,1,Steady core,0.1424,0.3109,0.1142,0.7949,0.0006,0.3599,-0.0095,0.0135,0.0894,0.0009
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_4A5B601A | PPG_ATTR6_793F866E | PPG_ATTR7_3EF4F8F5 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,48,1,642781.31,1,Steady core,0.316,7.7486,0.2702,0.8217,0.0052,0.2847,-0.0571,2.7174,0.4823,-0.6179
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_5A631A03 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_0311DF10 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,77,1,9902092.5413,1,Steady core,0.6389,30.2911,0.5143,0.6136,0.0014,0.4426,0.2285,9.8448,0.3825,0.0257
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_5A631A03 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_08F6083D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,32,1,871778.6267,2,Shrinking shelf,0.7118,33.3922,1.5211,0.8909,0.0667,0.3779,-3.4305,21.6474,0.8245,1.137
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_5A631A03 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_0A5237B7 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,59,1,18269173.7537,0,Promo leaders,0.8785,52.0364,0.5724,0.3919,0.0045,0.2362,0.1753,23.4945,0.5691,0.3901
PPG_ATTR1_F6394E71 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E06D3901 | PPG_ATTR4_AE186179 | PPG_ATTR5_5A631A03 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1905F18D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E06D3901,CT,21,1,151297.67,2,Shrinking shelf,0.4549,20.4712,0.435,0.9178,0.0341,0.0488,-0.9573,11.0002,0.601,0.2885
