rgm_ppg,subcategory_nm,format,brand_nm,uom,pack_size,pack_count,total_revenue,group,group_name,price_tier,shelf_presence,bumpiness,price_moves,growth,seasonality,shelf_trend,promo_activity,promo_share,promo_lift
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_E73B26E8 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_500D2BD3 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,SALT,GRAN,HASH_E73B26E8,GM,2000,1,10821809.1066,1,Steady core,0.875,57.705,0.378,0.2088,0.0007,0.3474,-0.0369,3.4596,0.061,-0.1105
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_E73B26E8 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_847952AD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,SALT,GRAN,HASH_E73B26E8,GM,4000,1,303212.06,1,Steady core,0.125,1.2771,0.2003,0.3421,0.0003,0.1114,-0.0014,0.0,0.0,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_E73B26E8 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_BCE14A93 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,SALT,GRAN,HASH_E73B26E8,GM,1000,1,1894508.3881,1,Steady core,1.0,2.255,0.2829,0.1349,0.0023,0.097,-0.0103,0.0303,0.0091,0.0057
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_60197F9D | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_12E2FBC2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,400,1,194974.2,1,Steady core,0.3333,7.2816,0.1883,0.496,0.01,0.1688,-0.1162,4.4813,0.7034,-0.1429
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_164D04A0 | PPG_ATTR8_12E2FBC2 | PPG_ATTR9_1679091C | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,400,6,315537.28,1,Steady core,0.0952,1.6903,0.2739,0.1022,-0.0189,0.5283,-0.0015,0.3921,0.1986,0.1109
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_164D04A0 | PPG_ATTR8_12E2FBC2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,400,1,17576798.6551,0,Promo leaders,0.9524,65.5935,0.9065,0.2676,-0.0032,0.2926,-0.0087,32.2057,0.4736,0.3511
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_164D04A0 | PPG_ATTR8_B1D2AB2F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,800,1,2602833.5517,0,Promo leaders,0.7619,37.2422,0.6469,0.2767,-0.0016,0.2258,-0.0023,24.9484,0.7327,0.5517
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_12E2FBC2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,400,1,9106169.941,0,Promo leaders,1.0,60.3638,0.5824,0.2491,0.0019,0.165,-0.0556,33.3837,0.6164,0.3424
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_83F5974E | PPG_ATTR9_1679091C | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,250,6,107547.14,1,Steady core,0.2381,1.2605,0.1264,0.521,0.0043,0.4832,-0.0206,0.6558,0.5471,0.1515
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_F6F983C8 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_B1D2AB2F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,RINSE AID,LIQUID,HASH_E73B26E8,ML,800,1,403660.99,1,Steady core,0.381,1.3074,0.3198,0.5785,-0.0015,0.2912,0.003,0.5894,0.5162,0.2404
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_103EDCBC | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,100,1,267960.4667,2,Shrinking shelf,0.1146,7.6945,0.3489,1.0021,0.0476,0.0748,-0.4754,3.2536,0.3611,-0.4351
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_1606D1D6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_93502A11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,85,1,1912478.68,0,Promo leaders,0.5208,39.5832,0.7765,0.6751,0.006,0.122,0.5473,18.3132,0.5561,1.0703
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_1D14595A | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_F4D31E69 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,45,1,800854.36,1,Steady core,0.441,33.0379,0.3788,0.7341,0.0091,0.0241,-0.2845,16.9249,0.5424,0.0132
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2403EEA1 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_DC0D1220 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,15,1,512017.8903,1,Steady core,0.6771,0.6438,0.402,0.4923,0.0066,0.0383,0.0022,0.0306,0.0362,-0.032
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2403EEA1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,100,1,54261.4482,1,Steady core,0.0556,0.0994,0.1008,0.7366,-0.0052,0.1367,-0.0043,0.0036,0.0376,0.02
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_24719C82 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,46,1,313437.71,1,Steady core,0.6285,2.0522,0.2604,0.3468,-0.0012,0.4843,-0.0469,0.0002,0.0007,0.0016
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,80,1,185588.4896,1,Steady core,0.2326,1.4675,0.2128,0.5007,0.0053,0.2636,-0.0422,0.6435,0.4361,-0.0797
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_24719C82 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,46,1,156827.74,1,Steady core,0.4583,2.1829,0.1597,0.2865,0.0049,0.3341,-0.037,0.0,0.0,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_27E24868 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,90,1,525906.49,1,Steady core,0.2083,1.6019,0.1898,0.6793,0.0026,0.3766,-0.0074,0.3884,0.3425,0.0884
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,60,1,549741.01,2,Shrinking shelf,0.3472,27.6393,0.7057,0.9126,0.0424,0.124,-1.6392,11.882,0.3394,-0.0444
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_AF79CB08 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,110,1,11728671.08,1,Steady core,0.6111,28.8227,0.4693,0.4147,0.0015,0.1593,-0.0309,2.5353,0.1044,-0.0079
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_0D4D1161 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,84,1,2355231.6777,2,Shrinking shelf,0.3021,23.3876,0.9266,1.0401,0.0225,0.089,-0.8407,7.5259,0.2442,-0.1677
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,60,1,1544346.4875,2,Shrinking shelf,0.375,23.1155,0.6947,0.9481,0.0196,0.0687,-0.7162,5.8875,0.2567,-0.2839
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_D01B1D56 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,63,1,552837.64,2,Shrinking shelf,0.2917,29.854,0.7987,1.0946,0.0297,0.0218,-1.2274,13.8401,0.6061,-0.1762
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2757963A | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,75,1,9752714.9693,1,Steady core,0.684,48.3235,0.5295,0.4412,0.0096,0.048,-0.3018,48.2823,0.9997,-0.594
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_2BF05292 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,30,1,164419.91,1,Steady core,0.5556,27.9301,0.4099,0.4846,0.0115,0.4211,-0.6304,11.9324,0.4839,0.1744
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_35721C55 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_08F6083D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,32,1,2583291.053,1,Steady core,0.9132,45.3446,0.8281,0.436,0.0465,0.2315,0.5502,19.515,0.5349,0.083
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_35721C55 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_93502A11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,85,1,145023.3467,1,Steady core,0.3194,0.7358,0.1243,0.3692,0.0126,0.5263,0.0316,0.001,0.0015,-0.0013
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_35721C55 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,48,1,812108.7,1,Steady core,0.8507,4.2124,0.5364,0.3269,0.0154,0.4303,0.2143,0.8943,0.2813,0.3546
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_358E41BC | PPG_ATTR6_85D5A5D4 | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_BCE14A93 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,POWDER,HASH_E73B26E8,GM,1000,1,665476.48,1,Steady core,0.25,22.5183,0.5613,0.663,0.0274,0.5807,-0.4999,2.5601,0.1136,-0.4431
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_358E41BC | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_21D82E4F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,10,1,306583.5606,1,Steady core,0.5903,0.6625,0.5761,0.4069,-0.0366,0.0702,-0.0136,0.002,0.0006,-0.0323
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_43BD4087 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,80,1,2039071.15,0,Promo leaders,0.4271,1.6571,0.5502,0.6304,-0.0104,0.4442,0.0057,0.6149,0.4447,0.6749
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_43BD4087 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_BCE417A1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,55,1,354425.22,1,Steady core,0.1181,0.7729,0.455,1.1989,0.0027,0.2086,-0.0007,0.2389,0.3339,0.0819
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_43BD4087 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,15371842.43,0,Promo leaders,0.9306,3.0197,0.5889,0.1052,0.002,0.426,-0.0007,1.3407,0.5656,1.0225
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_443C50B2 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,80,1,1404637.8219,1,Steady core,0.559,48.9981,0.3736,0.4364,0.0445,0.227,-0.2661,11.6216,0.2406,-0.197
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_443C50B2 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_96FC7120 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,36,1,599217.3905,0,Promo leaders,0.6597,35.9837,0.5192,0.5399,0.0144,0.1126,0.104,11.4183,0.3885,0.7814
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_444AA6EB | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_2E1CCAFA | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,62,1,9150168.0896,0,Promo leaders,0.8611,57.6524,0.6719,0.3761,0.0183,0.0444,-0.1219,28.478,0.5925,1.7276
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_444AA6EB | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_74BD7946 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,29,1,1888754.6375,0,Promo leaders,0.9757,53.847,0.4877,0.3809,0.0097,0.074,-0.3551,29.1192,0.6159,0.5023
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_444AA6EB | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,48,1,8501218.7722,0,Promo leaders,0.8299,49.6797,1.6394,0.5012,0.0079,0.0718,0.0052,31.2316,0.7596,0.9975
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_444AA6EB | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_74BD7946 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,29,1,904365.5546,1,Steady core,0.7014,29.1346,0.7468,0.8338,0.0254,0.0827,-0.3153,11.2078,0.412,-0.1895
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_4C1BA32B | PPG_ATTR6_793F866E | PPG_ATTR7_820EAD78 | PPG_ATTR8_85054D9E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,24,1,113034.2916,1,Steady core,0.3819,0.2813,0.1448,0.5101,-0.0053,0.0265,-0.0048,0.0011,0.0028,0.0
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_4C1BA32B | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_04AA706D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,68,1,96213.8083,1,Steady core,0.1354,0.2064,0.0773,0.5153,-0.003,0.0683,-0.0036,0.0219,0.0797,0.0001
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_4C1BA32B | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,75,1,187171.6752,1,Steady core,0.1493,0.2098,0.1822,0.8713,-0.0062,0.042,-0.0062,0.0017,0.0052,0.0087
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_4C1BA32B | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_0D4D1161 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,84,1,111174.49,2,Shrinking shelf,0.1667,19.3916,0.2212,0.9945,0.0903,0.0611,-1.5506,2.0573,0.1179,-0.2583
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_551CEF95 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_2B2B8146 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,105,1,5150637.33,0,Promo leaders,0.6562,1.5089,0.738,0.5514,0.006,0.3691,0.0082,0.8471,0.6254,1.6281
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_551CEF95 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_B9B7EF51 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,73,1,3278375.38,0,Promo leaders,0.8021,2.5813,0.6273,0.4618,0.0026,0.3211,0.01,1.2168,0.618,0.5578
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_582ECBA5 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,48,1,485227.6,1,Steady core,0.9479,5.1755,0.2433,0.217,0.0116,0.0,0.1426,0.4095,0.0638,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_60AD950D | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_10797F53 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,120,1,1429095.89,1,Steady core,0.2049,1.1056,0.5818,0.9104,0.0062,0.3618,0.0062,0.5266,0.5143,0.393
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_60AD950D | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_1D3C716A | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,80,1,2531848.32,1,Steady core,0.434,1.6164,0.4027,0.4061,-0.0011,0.4128,-0.0006,0.9076,0.531,0.4709
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_60AD950D | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_59A8F8A8 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,83,1,3645129.22,1,Steady core,0.5035,2.7063,0.5565,0.4773,0.0042,0.3622,-0.0028,1.1246,0.389,0.4759
